,Age,Gender,Home Language,Father Occupation,Mother Occupation,Number Of Siblings,Father Education,Mother Education,School Distance,Means to school,House Lighting,School Infrustructure,School Meal per day,School Cost,GPA,Family income source,Class Label,Bangla,English,Math,Science,History,Social Science,Religious Study,Family Annual income,Extra Tution,Hours of study per day
905,13-15 years,male,Native Language,Immigrant,Home maker,Two Children,primary,secondary,6-7 km,Bicycle/motorbike,Electricity,Teaching facilities,None,High,2.21,Remittance,Yes,45,26,47,65,82,24,20,100000,No,1 hours
906,13-15 years,female,Bangla,Freelancer ,Home maker,Two Children,Honors/ Equivalent ,primary,0.5-1 km,Rickshaw,Electricity,Toilet,None,High,2.49,Own business,Yes,44,48,26,71,63,59,38,180000,No,1 hours
907,15-18 years,female,Bangla,Immigrant,Home maker,None,secondary,secondary,4-5 km,Walk,Electricity,Teaching facilities,None,Low,2.38,Remittance,Yes,67,53,25,24,74,67,23,300000,Yes,1 hours
908,10-13 years,female,Bangla,Private sector,Home maker,None,Masters/ Equivalent and above,secondary,2-3 km,Walk,Electricity,Water,None,Mediam,2.49,Casual Wage,Yes,62,26,29,65,35,88,44,100000,No,1 hours
909,13-15 years,female,Native Language,Business,Public sector,Two Children,Masters/ Equivalent and above,secondary,1-2 km,Walk,Other,Toilet,None,High,2.98,Own business,No,51,86,57,56,75,36,56,100000,No,2 hours
910,13-15 years,female,Bangla,Agriculture,Home maker,Three Children,Honors/ Equivalent ,None,0.5-1 km,School Bus/Bus,Paraffin,Water,None,Mediam,2.46,Farming,Yes,90,28,26,50,33,48,70,150000,No,1 hours
911,13-15 years,female,Bangla,Private sector,Business,Four or more,primary,Honors/Equivalent ,1-2 km,Bicycle/motorbike,Other,Water,None,Low,3.16,Casual Wage,No,91,83,83,30,72,63,21,850000,Yes,3 hours
912,13-15 years,male,Native Language,Public sector,Public sector,Three Children,primary,secondary,1-2 km,Bicycle/motorbike,Electricity,Water,None,High,3.46,Formal Wage,No,81,62,88,40,92,57,65,300000,Yes,3 hours
913,10-13 years,female,Bangla,Agriculture,Worker,None,Masters/ Equivalent and above,None,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,High,2.62,Farming,No,47,71,82,42,47,32,46,450000,Yes,2 hours
914,13-15 years,female,Native Language,Worker,Business,Four or more,None,primary,6-7 km,Bicycle/motorbike,Electricity,Water,Once,Low,2.96,Casual Wage,No,43,30,52,43,92,70,85,650000,Yes,2 hours
915,10-13 years,male,Bangla,Worker,Immigrant,None,secondary,secondary,0-0.5 km,Rickshaw,Electricity,Toilet,None,High,2.58,Casual Wage,Yes,49,22,88,64,22,45,71,300000,Yes,2 hours
916,10-13 years,female,Bangla,Business,Home maker,Four or more,primary,secondary,0.5-1 km,School Bus/Bus,Electricity,Toilet,None,Low,3.25,Own business,No,92,78,56,78,78,52,21,900000,Yes,3 hours
917,10-13 years,female,Bangla,Agriculture,Home maker,None,secondary,secondary,0.5-1 km,Walk,Electricity,Toilet,None,High,2.25,Farming,Yes,57,45,43,32,34,84,20,180000,No,1 hours
918,13-15 years,female,Bangla,Private sector,Home maker,Two Children,primary,secondary,1-2 km,Bicycle/motorbike,Paraffin,Water,Once,Mediam,3.06,Casual Wage,No,78,33,71,68,80,22,76,450000,Yes,3 hours
919,15-18 years,male,Native Language,Public sector,Home maker,Three Children,Masters/ Equivalent and above,primary,0.5-1 km,Walk,Electricity,Electricity,Once,High,2.39,Formal Wage,Yes,36,35,49,41,26,85,63,200000,Yes,1 hours
920,15-18 years,male,English,Immigrant,Immigrant,Three Children,Masters/ Equivalent and above,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Teaching facilities,None,Low,2.93,Remittance,No,50,58,60,65,65,82,30,300000,Yes,2 hours
921,13-15 years,male,Native Language,Business,Home maker,None,secondary,Honors/Equivalent ,1-2 km,Walk,Other,Toilet,None,Mediam,2.8,Own business,No,73,77,66,32,23,65,56,500000,Yes,2 hours
922,13-15 years,female,Bangla,Worker,Home maker,Three Children,primary,secondary,0-0.5 km,Bicycle/motorbike,Paraffin,Water,None,Mediam,3.04,Casual Wage,No,57,75,49,32,63,76,73,150000,No,3 hours
923,10-13 years,male,Native Language,Immigrant,Home maker,None,Honors/ Equivalent ,secondary,6-7 km,Walk,Electricity,Toilet,None,Low,2.7,Remittance,No,62,89,32,42,44,47,62,750000,Yes,2 hours
924,10-13 years,female,Bangla,Freelancer ,Home maker,None,primary,secondary,6-7 km,Walk,Other,Teaching facilities,None,Mediam,3.02,Own business,No,64,25,59,79,76,66,54,700000,Yes,3 hours
925,10-13 years,male,Native Language,Immigrant,Home maker,None,primary,Honors/Equivalent ,0-0.5 km,School Bus/Bus,Electricity,Toilet,Once,Low,2.41,Remittance,Yes,65,56,45,59,31,55,27,150000,No,1 hours
926,13-15 years,male,Native Language,Business,Home maker,Four or more,primary,primary,6-7 km,Rickshaw,Other,Toilet,None,Mediam,1.94,Own business,Yes,26,21,23,28,86,53,35,200000,Yes,0 to 30 minutes
927,10-13 years,male,Bangla,Private sector,Home maker,Two Children,primary,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Water,Once,Mediam,3.34,Casual Wage,No,87,82,71,25,59,61,83,650000,Yes,3 hours
928,15-18 years,female,Native Language,Immigrant,Home maker,Two Children,secondary,secondary,6-7 km,Walk,Paraffin,Teaching facilities,None,High,3.53,Remittance,No,82,84,75,46,68,92,47,300000,Yes,above 3 hours
929,10-13 years,female,Native Language,Private sector,Worker,None,primary,secondary,0-0.5 km,Walk,Electricity,Water,None,High,3.09,Casual Wage,No,72,34,58,83,42,76,67,600000,Yes,3 hours
930,10-13 years,male,Native Language,Private sector,Immigrant,Two Children,secondary,secondary,2-3 km,Private car,Electricity,Electricity,None,Low,3.11,Casual Wage,No,89,20,92,85,39,61,49,600000,Yes,3 hours
931,15-18 years,female,Native Language,Worker,Business,Two Children,primary,secondary,0.5-1 km,Walk,Electricity,Teaching facilities,None,Mediam,2.71,Casual Wage,No,24,26,61,68,57,74,69,450000,Yes,2 hours
932,10-13 years,female,Native Language,Freelancer ,Home maker,None,primary,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Teaching facilities,None,Low,2.6,Own business,No,22,75,51,22,36,81,77,650000,Yes,2 hours
933,13-15 years,female,Native Language,Immigrant,Worker,None,secondary,secondary,0.5-1 km,Walk,Electricity,Teaching facilities,None,Mediam,2.77,Remittance,No,37,52,75,92,53,46,33,300000,Yes,2 hours
934,10-13 years,female,English,Private sector,Home maker,None,primary,secondary,0-0.5 km,School Bus/Bus,Electricity,Toilet,None,Mediam,3.09,Casual Wage,No,45,49,57,86,79,88,28,450000,Yes,3 hours
935,13-15 years,male,Native Language,Worker,Worker,Two Children,primary,None,6-7 km,Walk,Electricity,Toilet,None,Low,2.64,Casual Wage,No,69,59,30,76,43,58,34,700000,Yes,2 hours
936,13-15 years,female,Native Language,Worker,Home maker,Two Children,Honors/ Equivalent ,None,>7 km,School Bus/Bus,Electricity,Electricity,None,Low,2.38,Casual Wage,Yes,23,45,89,46,34,64,32,200000,Yes,1 hours
937,13-15 years,male,English,Business,Home maker,None,primary,None,0.5-1 km,Bicycle/motorbike,Electricity,Teaching facilities,None,High,2.81,Own business,No,54,70,22,79,82,42,44,100000,No,2 hours
938,10-13 years,female,Bangla,Immigrant,Agriculture,Four or more,Masters/ Equivalent and above,primary,2-3 km,Bicycle/motorbike,Electricity,Water,Once,High,2.6,Remittance,No,31,44,82,77,41,27,62,650000,Yes,2 hours
939,10-13 years,female,Bangla,Freelancer ,Private sector,None,secondary,primary,0-0.5 km,Walk,Electricity,Teaching facilities,None,High,2.91,Own business,No,90,42,62,60,34,87,33,350000,Yes,2 hours
940,15-18 years,male,Native Language,Private sector,Worker,Two Children,primary,primary,1-2 km,Walk,Electricity,Teaching facilities,None,High,2.61,Casual Wage,No,84,39,41,36,46,67,53,550000,Yes,2 hours
941,10-13 years,female,Bangla,Business,Home maker,Two Children,primary,primary,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,2.44,Own business,Yes,59,38,47,52,74,49,22,200000,Yes,1 hours
942,10-13 years,male,Bangla,Public sector,Home maker,None,Masters/ Equivalent and above,None,1-2 km,Walk,Electricity,Teaching facilities,None,High,2.94,Formal Wage,No,77,53,31,39,37,83,92,100000,No,2 hours
943,15-18 years,female,Native Language,Freelancer ,Business,Two Children,primary,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Toilet,Once,High,2.53,Own business,Yes,27,30,68,88,62,41,38,550000,Yes,2 hours
944,10-13 years,female,Native Language,Immigrant,Home maker,Four or more,primary,Honors/Equivalent ,1-2 km,Walk,Other,Water,None,High,2.94,Remittance,No,24,86,91,44,32,68,67,750000,Yes,2 hours
945,13-15 years,female,Native Language,Agriculture,Worker,Four or more,secondary,secondary,1-2 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,High,2.91,Farming,No,88,40,82,21,55,84,37,200000,Yes,2 hours
946,15-18 years,male,Native Language,Unemployed,Home maker,Three Children,None,secondary,2-3 km,Rickshaw,Electricity,Water,Once,Low,3.11,Pansion,No,70,24,31,88,60,84,78,550000,Yes,3 hours
947,13-15 years,male,Bangla,Agriculture,Freelancer,None,Honors/ Equivalent ,secondary,6-7 km,Bicycle/motorbike,Electricity,Toilet,Once,Low,3.28,Farming,No,89,51,48,62,90,31,88,750000,Yes,3 hours
948,10-13 years,female,Native Language,Public sector,Home maker,None,None,primary,2-3 km,Walk,Electricity,Teaching facilities,None,Mediam,2.55,Formal Wage,Yes,35,79,60,22,40,76,45,900000,Yes,2 hours
949,13-15 years,male,Bangla,Freelancer ,Public sector,Two Children,None,None,0.5-1 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,3.25,Own business,No,88,87,86,54,44,68,28,500000,Yes,3 hours
950,13-15 years,male,Native Language,Worker,Home maker,Two Children,primary,Honors/Equivalent ,1-2 km,Rickshaw,Paraffin,Water,None,Mediam,3.01,Casual Wage,No,85,50,44,69,53,69,52,750000,Yes,3 hours
951,above 18 years,male,Native Language,Private sector,Home maker,Three Children,Honors/ Equivalent ,Masters/Equivalent and above,2-3 km,Bicycle/motorbike,Electricity,Toilet,Once,High,2.77,Casual Wage,No,44,50,66,43,87,57,41,900000,Yes,2 hours
952,10-13 years,female,Native Language,Private sector,Home maker,Three Children,secondary,secondary,2-3 km,School Bus/Bus,Electricity,Toilet,None,Low,2.81,Casual Wage,No,64,62,43,21,84,69,50,450000,Yes,2 hours
953,13-15 years,female,Native Language,Private sector,Freelancer,None,primary,primary,0-0.5 km,Bicycle/motorbike,Electricity,Teaching facilities,Once,Low,2.39,Casual Wage,Yes,54,33,50,63,44,40,51,180000,No,1 hours
954,13-15 years,male,English,Private sector,Home maker,Four or more,Masters/ Equivalent and above,secondary,4-5 km,Rickshaw,Other,Teaching facilities,None,High,3.1,Casual Wage,No,47,46,55,73,62,73,78,700000,Yes,3 hours
955,13-15 years,female,Bangla,Immigrant,Home maker,Four or more,Honors/ Equivalent ,secondary,0-0.5 km,Rickshaw,Electricity,Water,None,High,2.64,Remittance,No,20,45,72,35,87,41,70,250000,Yes,2 hours
956,13-15 years,female,Bangla,Private sector,Home maker,Two Children,None,Masters/Equivalent and above,0-0.5 km,School Bus/Bus,Electricity,Teaching facilities,None,Low,2.74,Casual Wage,No,57,41,21,84,72,65,44,750000,Yes,2 hours
957,13-15 years,male,Bangla,Business,Home maker,Three Children,primary,secondary,>7 km,School Bus/Bus,Electricity,Water,None,Low,3.09,Own business,No,29,77,86,84,26,45,86,150000,No,3 hours
958,10-13 years,male,Bangla,Public sector,Home maker,None,primary,secondary,>7 km,Rickshaw,Other,Toilet,None,Low,3.44,Formal Wage,No,72,64,86,92,63,57,48,450000,Yes,3 hours
959,15-18 years,female,Bangla,Private sector,Home maker,Four or more,primary,secondary,1-2 km,Walk,Electricity,Toilet,None,High,2.48,Casual Wage,Yes,44,38,69,51,47,21,77,200000,Yes,1 hours
960,10-13 years,male,Native Language,Agriculture,Home maker,Two Children,Honors/ Equivalent ,Honors/Equivalent ,1-2 km,Walk,Paraffin,Toilet,Once,Mediam,3.46,Farming,No,76,71,46,76,50,78,87,500000,Yes,3 hours
961,10-13 years,male,Native Language,Immigrant,Worker,Three Children,primary,primary,2-3 km,Private car,Electricity,Teaching facilities,None,High,2.59,Remittance,Yes,53,58,47,35,32,72,66,200000,Yes,2 hours
962,10-13 years,female,Native Language,Worker,Home maker,None,secondary,secondary,0.5-1 km,Walk,Electricity,Teaching facilities,None,Low,3.05,Casual Wage,No,26,41,81,92,47,80,60,650000,Yes,3 hours
963,10-13 years,female,Bangla,Public sector,Private sector,Two Children,secondary,secondary,1-2 km,Walk,Electricity,Water,None,High,2.87,Formal Wage,No,47,73,37,66,63,73,43,250000,Yes,2 hours
964,10-13 years,female,Native Language,Worker,Home maker,Three Children,Honors/ Equivalent ,secondary,0.5-1 km,Walk,Electricity,Teaching facilities,None,Mediam,3.17,Casual Wage,No,81,49,88,77,31,79,39,450000,Yes,3 hours
965,13-15 years,male,Bangla,Worker,Agriculture,Three Children,primary,secondary,0-0.5 km,Rickshaw,Other,Teaching facilities,None,High,1.78,Casual Wage,Yes,40,26,22,28,49,42,42,180000,No,0 to 30 minutes
966,10-13 years,male,Native Language,Public sector,Home maker,None,primary,secondary,0-0.5 km,Walk,Other,Teaching facilities,None,Mediam,2.78,Formal Wage,No,84,68,36,24,47,69,61,600000,Yes,2 hours
967,10-13 years,female,Bangla,Public sector,Public sector,Three Children,primary,primary,1-2 km,Bicycle/motorbike,Electricity,Teaching facilities,None,Mediam,2.6,Formal Wage,No,35,31,88,20,57,73,60,900000,Yes,2 hours
968,10-13 years,female,Native Language,Private sector,Agriculture,Two Children,primary,secondary,4-5 km,Bicycle/motorbike,Electricity,Teaching facilities,None,Mediam,2.36,Casual Wage,Yes,52,75,27,70,20,52,35,180000,No,1 hours
969,10-13 years,male,Native Language,Agriculture,Worker,Three Children,primary,secondary,1-2 km,Private car,Electricity,Water,Once,Low,2.81,Farming,No,62,34,21,87,30,83,76,150000,No,2 hours
970,15-18 years,female,Native Language,Private sector,Home maker,Three Children,Honors/ Equivalent ,Honors/Equivalent ,2-3 km,Bicycle/motorbike,Electricity,Teaching facilities,None,Low,2.8,Casual Wage,No,70,65,39,74,52,37,55,350000,Yes,2 hours
971,13-15 years,female,Bangla,Worker,Public sector,None,primary,Honors/Equivalent ,0.5-1 km,Bicycle/motorbike,Electricity,Toilet,None,Mediam,2.64,Casual Wage,No,26,54,72,59,41,51,67,850000,Yes,2 hours
972,13-15 years,female,Native Language,Unemployed,Immigrant,Three Children,secondary,secondary,1-2 km,Walk,Electricity,Water,Once,Mediam,3.22,Pansion,No,90,45,42,78,59,67,70,800000,Yes,3 hours
973,15-18 years,male,Native Language,Immigrant,Freelancer,None,primary,primary,1-2 km,Bicycle/motorbike,Electricity,Water,None,High,2.32,Remittance,Yes,45,53,82,34,23,50,38,180000,No,1 hours
974,10-13 years,male,Bangla,Private sector,Home maker,None,secondary,secondary,0.5-1 km,Bicycle/motorbike,Other,Teaching facilities,None,Low,2.18,Casual Wage,Yes,26,20,66,58,31,43,61,150000,No,1 hours
975,10-13 years,male,Native Language,Immigrant,Freelancer,None,secondary,primary,1-2 km,Rickshaw,Electricity,Toilet,Once,Mediam,2.54,Remittance,Yes,92,52,67,20,20,21,84,700000,Yes,2 hours
976,13-15 years,male,Native Language,Worker,Home maker,Three Children,primary,secondary,0-0.5 km,Private car,Electricity,Water,Once,High,2.28,Casual Wage,Yes,39,27,46,30,35,88,54,200000,Yes,1 hours
977,13-15 years,female,Native Language,Immigrant,Agriculture,Three Children,primary,primary,0.5-1 km,School Bus/Bus,Other,Toilet,None,Mediam,2.26,Remittance,Yes,89,63,39,28,29,34,35,300000,Yes,1 hours
978,15-18 years,male,Bangla,Freelancer ,Agriculture,Two Children,Honors/ Equivalent ,None,0-0.5 km,School Bus/Bus,Electricity,Water,Once,High,2.41,Own business,Yes,27,49,37,67,49,87,21,200000,Yes,1 hours
979,13-15 years,female,Bangla,Business,Home maker,None,Masters/ Equivalent and above,secondary,4-5 km,School Bus/Bus,Other,Water,None,High,3.01,Own business,No,78,26,58,88,26,56,90,900000,Yes,3 hours
980,13-15 years,male,Bangla,Freelancer ,Agriculture,Three Children,Masters/ Equivalent and above,Honors/Equivalent ,2-3 km,Private car,Electricity,Teaching facilities,None,Mediam,3.18,Own business,No,86,45,24,77,55,83,75,150000,No,3 hours
981,13-15 years,female,Native Language,Immigrant,Home maker,Two Children,primary,secondary,>7 km,Walk,Other,Toilet,None,Low,3.12,Remittance,No,83,70,88,86,52,27,31,800000,Yes,3 hours
982,15-18 years,female,English,Worker,Freelancer,Two Children,Honors/ Equivalent ,primary,1-2 km,School Bus/Bus,Other,Teaching facilities,Once,Mediam,3.19,Casual Wage,No,43,87,48,24,90,88,66,700000,Yes,3 hours
983,15-18 years,female,Native Language,Immigrant,Worker,Three Children,None,secondary,6-7 km,School Bus/Bus,Other,Teaching facilities,None,High,3.44,Remittance,No,88,86,58,61,66,47,76,750000,Yes,3 hours
984,13-15 years,female,Bangla,Immigrant,Home maker,Two Children,Honors/ Equivalent ,primary,2-3 km,Rickshaw,Electricity,Toilet,None,Mediam,3.28,Remittance,No,60,75,70,23,73,71,87,200000,Yes,3 hours
985,10-13 years,female,Native Language,Immigrant,Home maker,None,secondary,Honors/Equivalent ,2-3 km,Bicycle/motorbike,Electricity,Toilet,Once,Mediam,3.3,Remittance,No,45,61,58,56,78,75,89,850000,Yes,3 hours
986,13-15 years,male,Native Language,Worker,Home maker,Three Children,primary,primary,1-2 km,Walk,Other,Electricity,Once,Mediam,2.86,Casual Wage,No,63,85,29,25,37,77,84,350000,Yes,2 hours
987,13-15 years,female,Native Language,Worker,Home maker,Four or more,Honors/ Equivalent ,secondary,>7 km,School Bus/Bus,Electricity,Teaching facilities,Once,High,3.37,Casual Wage,No,68,89,68,90,30,79,48,500000,Yes,3 hours
988,13-15 years,female,Native Language,Worker,Home maker,Three Children,secondary,primary,2-3 km,Rickshaw,Electricity,Toilet,None,High,2.47,Casual Wage,Yes,42,65,48,61,23,27,80,100000,No,1 hours
989,13-15 years,male,Native Language,Unemployed,Home maker,Three Children,primary,secondary,1-2 km,Walk,Electricity,Water,None,Mediam,3.79,Pansion,No,76,91,91,76,60,69,67,350000,Yes,above 3 hours
990,13-15 years,male,Bangla,Business,Worker,Three Children,Honors/ Equivalent ,secondary,0-0.5 km,Bicycle/motorbike,Electricity,Electricity,None,Low,2.42,Own business,Yes,27,48,35,28,53,58,90,180000,No,1 hours
991,10-13 years,female,Native Language,Worker,Home maker,Two Children,primary,secondary,1-2 km,School Bus/Bus,Electricity,Electricity,Once,High,2.64,Casual Wage,No,28,41,79,40,31,74,76,100000,No,2 hours
992,10-13 years,male,Bangla,Public sector,Business,Two Children,primary,secondary,2-3 km,Bicycle/motorbike,Other,Toilet,Once,High,2.98,Formal Wage,No,22,91,77,33,80,47,67,900000,Yes,2 hours
993,13-15 years,others,Native Language,Worker,Home maker,None,primary,secondary,1-2 km,School Bus/Bus,Paraffin,Electricity,None,High,2.59,Casual Wage,Yes,35,38,55,84,27,51,72,450000,Yes,2 hours
994,10-13 years,male,Native Language,Immigrant,Home maker,None,primary,secondary,2-3 km,School Bus/Bus,Electricity,Toilet,None,High,2.94,Remittance,No,43,60,63,87,79,32,48,550000,Yes,2 hours
995,15-18 years,male,Native Language,Agriculture,Agriculture,Three Children,secondary,secondary,0.5-1 km,Bicycle/motorbike,Electricity,Water,None,High,2.59,Farming,Yes,23,42,72,88,53,31,53,550000,Yes,2 hours
996,10-13 years,female,Native Language,Private sector,Immigrant,None,secondary,primary,>7 km,Walk,Other,Teaching facilities,Once,High,2.74,Casual Wage,No,20,51,66,63,79,46,58,350000,Yes,2 hours
997,10-13 years,male,English,Private sector,Freelancer,Three Children,None,secondary,2-3 km,School Bus/Bus,Electricity,Water,None,Low,2.32,Casual Wage,Yes,47,47,25,25,55,51,75,200000,Yes,1 hours
